"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2011"	"2011"	1702	9876187	17.2
	"Michigan"	"26"	"2012"	"2012"	1623	9883360	16.4
	"Michigan"	"26"	"2013"	"2013"	1812	9895622	18.3
	"Michigan"	"26"	"2014"	"2014"	2048	9909877	20.7
	"Michigan"	"26"	"2015"	"2015"	2316	9922576	23.3
	"Michigan"	"26"	"2016"	"2016"	2701	9928300	27.2
	"Michigan"	"26"	"2017"	"2017"	3034	9962311	30.5
	"Minnesota"	"27"	"1999"	"1999"	169	4873481	3.5
	"Minnesota"	"27"	"2000"	"2000"	161	4919479	3.3
	"Minnesota"	"27"	"2001"	"2001"	226	4982796	4.5
	"Minnesota"	"27"	"2002"	"2002"	241	5018935	4.8
	"Minnesota"	"27"	"2003"	"2003"	296	5053572	5.9
	"Minnesota"	"27"	"2004"	"2004"	302	5087713	5.9
	"Minnesota"	"27"	"2005"	"2005"	338	5119598	6.6
	"Minnesota"	"27"	"2006"	"2006"	378	5163555	7.3
	"Minnesota"	"27"	"2007"	"2007"	359	5207203	6.9
	"Minnesota"	"27"	"2008"	"2008"	398	5247018	7.6
	"Minnesota"	"27"	"2009"	"2009"	441	5281203	8.4
	"Minnesota"	"27"	"2010"	"2010"	427	5303925	8.1
	"Minnesota"	"27"	"2011"	"2011"	557	5344861	10.4
	"Minnesota"	"27"	"2012"	"2012"	539	5379139	10.0
	"Minnesota"	"27"	"2013"	"2013"	579	5420380	10.7
	"Minnesota"	"27"	"2014"	"2014"	586	5457173	10.7
	"Minnesota"	"27"	"2015"	"2015"	653	5489594	11.9
	"Minnesota"	"27"	"2016"	"2016"	750	5519952	13.6
	"Minnesota"	"27"	"2017"	"2017"	825	5576606	14.8
	"Mississippi"	"28"	"1999"	"1999"	101	2828408	3.6
	"Mississippi"	"28"	"2000"	"2000"	123	2844658	4.3
	"Mississippi"	"28"	"2001"	"2001"	183	2852994	6.4
	"Mississippi"	"28"	"2002"	"2002"	202	2858681	7.1
	"Mississippi"	"28"	"2003"	"2003"	225	2868312	7.8
	"Mississippi"	"28"	"2004"	"2004"	245	2889010	8.5
	"Mississippi"	"28"	"2005"	"2005"	263	2905943	9.1
	"Mississippi"	"28"	"2006"	"2006"	368	2904978	12.7
	"Mississippi"	"28"	"2007"	"2007"	334	2928350	11.4
	"Mississippi"	"28"	"2008"	"2008"	321	2947806	10.9
	"Mississippi"	"28"	"2009"	"2009"	345	2958774	11.7
	"Mississippi"	"28"	"2010"	"2010"	353	2967297	11.9
	"Mississippi"	"28"	"2011"	"2011"	317	2978512	10.6
	"Mississippi"	"28"	"2012"	"2012"	328	2984926	11.0
	"Mississippi"	"28"	"2013"	"2013"	327	2991207	10.9
	"Mississippi"	"28"	"2014"	"2014"	361	2994079	12.1
	"Mississippi"	"28"	"2015"	"2015"	369	2992333	12.3
	"Mississippi"	"28"	"2016"	"2016"	374	2988726	12.5
	"Mississippi"	"28"	"2017"	"2017"	387	2984100	13.0
	"Missouri"	"29"	"1999"	"1999"	294	5561948	5.3
	"Missouri"	"29"	"2000"	"2000"	327	5595211	5.8
	"Missouri"	"29"	"2001"	"2001"	381	5641142	6.8
	"Missouri"	"29"	"2002"	"2002"	443	5674825	7.8
	"Missouri"	"29"	"2003"	"2003"	550	5709403	9.6
	"Missouri"	"29"	"2004"	"2004"	574	5747741	10.0
	"Missouri"	"29"	"2005"	"2005"	640	5790300	11.1
	"Missouri"	"29"	"2006"	"2006"	765	5842704	13.1
	"Missouri"	"29"	"2007"	"2007"	730	5887612	12.4
	"Missouri"	"29"	"2008"	"2008"	779	5923916	13.2
	"Missouri"	"29"	"2009"	"2009"	881	5961088	14.8
	"Missouri"	"29"	"2010"	"2010"	1024	5988927	17.1
	"Missouri"	"29"	"2011"	"2011"	990	6010688	16.5
	"Missouri"	"29"	"2012"	"2012"	961	6021988	16.0
	"Missouri"	"29"	"2013"	"2013"	1041	6044171	17.2
	"Missouri"	"29"	"2014"	"2014"	1107	6063589	18.3
	"Missouri"	"29"	"2015"	"2015"	1098	6083672	18.0
	"Missouri"	"29"	"2016"	"2016"	1418	6093000	23.3
	"Missouri"	"29"	"2017"	"2017"	1426	6113532	23.3
	"Montana"	"30"	"1999"	"1999"	48	897507	5.3
	"Montana"	"30"	"2000"	"2000"	47	902195	5.2
	"Montana"	"30"	"2001"	"2001"	62	906961	6.8
	"Montana"	"30"	"2002"	"2002"	85	911667	9.3
	"Montana"	"30"	"2003"	"2003"	116	919630	12.6
	"Montana"	"30"	"2004"	"2004"	119	930009	12.8
	"Montana"	"30"	"2005"	"2005"	119	940102	12.7
	"Montana"	"30"	"2006"	"2006"	121	952692	12.7
	"Montana"	"30"	"2007"	"2007"	132	964706	13.7
	"Montana"	"30"	"2008"	"2008"	141	976415	14.4
	"Montana"	"30"	"2009"	"2009"	147	983982	14.9
	"Montana"	"30"	"2010"	"2010"	123	989415	12.4
	"Montana"	"30"	"2011"	"2011"	150	998199	15.0
	"Montana"	"30"	"2012"	"2012"	129	1005141	12.8
	"Montana"	"30"	"2013"	"2013"	156	1015165	15.4
	"Montana"	"30"	"2014"	"2014"	145	1023579	14.2
	"Montana"	"30"	"2015"	"2015"	152	1032949	14.7
	"Montana"	"30"	"2016"	"2016"	136	1042520	13.0
	"Montana"	"30"	"2017"	"2017"	132	1050493	12.6
	"Nebraska"	"31"	"1999"	"1999"	41	1704764	2.4
	"Nebraska"	"31"	"2000"	"2000"	52	1711263	3.0
	"Nebraska"	"31"	"2001"	"2001"	69	1719836	4.0
	"Nebraska"	"31"	"2002"	"2002"	69	1728292	4.0
	"Nebraska"	"31"	"2003"	"2003"	88	1738643	5.1
	"Nebraska"	"31"	"2004"	"2004"	91	1749370	5.2
	"Nebraska"	"31"	"2005"	"2005"	129	1761497	7.3
	"Nebraska"	"31"	"2006"	"2006"	131	1772693	7.4
	"Nebraska"	"31"	"2007"	"2007"	92	1783440	5.2
	"Nebraska"	"31"	"2008"	"2008"	113	1796378	6.3
	"Nebraska"	"31"	"2009"	"2009"	118	1812683	6.5
	"Nebraska"	"31"	"2010"	"2010"	130	1826341	7.1
	"Nebraska"	"31"	"2011"	"2011"	148	1842641	8.0
	"Nebraska"	"31"	"2012"	"2012"	154	1855525	8.3
	"Nebraska"	"31"	"2013"	"2013"	137	1868516	7.3
	"Nebraska"	"31"	"2014"	"2014"	140	1881503	7.4
	"Nebraska"	"31"	"2015"	"2015"	139	1896190	7.3
	"Nebraska"	"31"	"2016"	"2016"	146	1907116	7.7
	"Nebraska"	"31"	"2017"	"2017"	163	1920076	8.5
	"Nevada"	"32"	"1999"	"1999"	236	1934718	12.2
	"Nevada"	"32"	"2000"	"2000"	281	1998257	14.1
	"Nevada"	"32"	"2001"	"2001"	268	2098399	12.8
	"Nevada"	"32"	"2002"	"2002"	332	2173791	15.3
	"Nevada"	"32"	"2003"	"2003"	350	2248850	15.6
	"Nevada"	"32"	"2004"	"2004"	395	2346222	16.8
	"Nevada"	"32"	"2005"	"2005"	464	2432143	19.1
	"Nevada"	"32"	"2006"	"2006"	471	2522658	18.7
	"Nevada"	"32"	"2007"	"2007"	515	2601072	19.8
	"Nevada"	"32"	"2008"	"2008"	529	2653630	19.9
	"Nevada"	"32"	"2009"	"2009"	555	2684665	20.7
	"Nevada"	"32"	"2010"	"2010"	581	2700551	21.5
	"Nevada"	"32"	"2011"	"2011"	642	2723322	23.6
	"Nevada"	"32"	"2012"	"2012"	611	2758931	22.1
	"Nevada"	"32"	"2013"	"2013"	622	2790136	22.3
	"Nevada"	"32"	"2014"	"2014"	555	2839099	19.5
	"Nevada"	"32"	"2015"	"2015"	629	2890845	21.8
	"Nevada"	"32"	"2016"	"2016"	678	2940058	23.1
	"Nevada"	"32"	"2017"	"2017"	698	2998039	23.3
	"New Hampshire"	"33"	"1999"	"1999"	62	1222014	5.1
	"New Hampshire"	"33"	"2000"	"2000"	49	1235786	4.0
	"New Hampshire"	"33"	"2001"	"2001"	83	1255517	6.6
	"New Hampshire"	"33"	"2002"	"2002"	114	1269089	9.0
	"New Hampshire"	"33"	"2003"	"2003"	137	1279840	10.7
	"New Hampshire"	"33"	"2004"	"2004"	128	1290121	9.9
	"New Hampshire"	"33"	"2005"	"2005"	152	1298492	11.7
	"New Hampshire"	"33"	"2006"	"2006"	160	1308389	12.2
	"New Hampshire"	"33"	"2007"	"2007"	187	1312540	14.2
	"New Hampshire"	"33"	"2008"	"2008"	129	1315906	9.8
	"New Hampshire"	"33"	"2009"	"2009"	172	1316102	13.1
	"New Hampshire"	"33"	"2010"	"2010"	164	1316470	12.5
	"New Hampshire"	"33"	"2011"	"2011"	212	1318194	16.1
	"New Hampshire"	"33"	"2012"	"2012"	177	1320718	13.4
	"New Hampshire"	"33"	"2013"	"2013"	217	1323459	16.4
	"New Hampshire"	"33"	"2014"	"2014"	348	1326813	26.2
	"New Hampshire"	"33"	"2015"	"2015"	433	1330608	32.5
	"New Hampshire"	"33"	"2016"	"2016"	495	1334795	37.1
	"New Hampshire"	"33"	"2017"	"2017"	479	1342795	35.7
	"New Jersey"	"34"	"1999"	"1999"	757	8359592	9.1
	"New Jersey"	"34"	"2000"	"2000"	795	8414350	9.4
	"New Jersey"	"34"	"2001"	"2001"	796	8492671	9.4
	"New Jersey"	"34"	"2002"	"2002"	885	8552643	10.3
	"New Jersey"	"34"	"2003"	"2003"	792	8601402	9.2
	"New Jersey"	"34"	"2004"	"2004"	711	8634561	8.2
	"New Jersey"	"34"	"2005"	"2005"	966	8651974	11.2
	"New Jersey"	"34"	"2006"	"2006"	1009	8661679	11.6
	"New Jersey"	"34"	"2007"	"2007"	797	8677885	9.2
	"New Jersey"	"34"	"2008"	"2008"	808	8711090	9.3
	"New Jersey"	"34"	"2009"	"2009"	343	8755602	3.9
	"New Jersey"	"34"	"2010"	"2010"	903	8791894	10.3
	"New Jersey"	"34"	"2011"	"2011"	1042	8821155	11.8
	"New Jersey"	"34"	"2012"	"2012"	1268	8864590	14.3
	"New Jersey"	"34"	"2013"	"2013"	1331	8899339	15.0
	"New Jersey"	"34"	"2014"	"2014"	1303	8938175	14.6
	"New Jersey"	"34"	"2015"	"2015"	1506	8958013	16.8
	"New Jersey"	"34"	"2016"	"2016"	2132	8944469	23.8
	"New Jersey"	"34"	"2017"	"2017"	2752	9005644	30.6
	"New Mexico"	"35"	"1999"	"1999"	275	1808082	15.2
	"New Mexico"	"35"	"2000"	"2000"	281	1819046	15.4
	"New Mexico"	"35"	"2001"	"2001"	277	1831690	15.1
	"New Mexico"	"35"	"2002"	"2002"	301	1855309	16.2
	"New Mexico"	"35"	"2003"	"2003"	373	1877574	19.9
	"New Mexico"	"35"	"2004"	"2004"	331	1903808	17.4
	"New Mexico"	"35"	"2005"	"2005"	385	1932274	19.9
	"New Mexico"	"35"	"2006"	"2006"	435	1962137	22.2
	"New Mexico"	"35"	"2007"	"2007"	471	1990070	23.7
	"New Mexico"	"35"	"2008"	"2008"	534	2010662	26.6
	"New Mexico"	"35"	"2009"	"2009"	447	2036802	21.9
	"New Mexico"	"35"	"2010"	"2010"	487	2059179	23.7
	"New Mexico"	"35"	"2011"	"2011"	537	2082224	25.8
	"New Mexico"	"35"	"2012"	"2012"	502	2085538	24.1
	"New Mexico"	"35"	"2013"	"2013"	471	2085287	22.6
	"New Mexico"	"35"	"2014"	"2014"	559	2085572	26.8
	"New Mexico"	"35"	"2015"	"2015"	516	2085109	24.7
	"New Mexico"	"35"	"2016"	"2016"	525	2081015	25.2
	"New Mexico"	"35"	"2017"	"2017"	515	2088070	24.7
	"New York"	"36"	"1999"	"1999"	1102	18882725	5.8
	"New York"	"36"	"2000"	"2000"	901	18976457	4.7
	"New York"	"36"	"2001"	"2001"	1280	19082838	6.7
	"New York"	"36"	"2002"	"2002"	1118	19137800	5.8
	"New York"	"36"	"2003"	"2003"	1209	19175939	6.3
	"New York"	"36"	"2004"	"2004"	1068	19171567	5.6
	"New York"	"36"	"2005"	"2005"	1175	19132610	6.1
	"New York"	"36"	"2006"	"2006"	1949	19104631	10.2
	"New York"	"36"	"2007"	"2007"	1909	19132335	10.0
	"New York"	"36"	"2008"	"2008"	1856	19212436	9.7
	"New York"	"36"	"2009"	"2009"	1797	19307066	9.3
	"New York"	"36"	"2010"	"2010"	1760	19378102	9.1
	"New York"	"36"	"2011"	"2011"	2149	19465197	11.0
	"New York"	"36"	"2012"	"2012"	2262	19570261	11.6
	"New York"	"36"	"2013"	"2013"	2483	19651127	12.6
	"New York"	"36"	"2014"	"2014"	2510	19746227	12.7
	"New York"	"36"	"2015"	"2015"	3009	19795791	15.2
	"New York"	"36"	"2016"	"2016"	3894	19745289	19.7
	"New York"	"36"	"2017"	"2017"	4117	19849399	20.7
	"North Carolina"	"37"	"1999"	"1999"	401	7949361	5.0
	"North Carolina"	"37"	"2000"	"2000"	531	8049313	6.6
	"North Carolina"	"37"	"2001"	"2001"	584	8210122	7.1
	"North Carolina"	"37"	"2002"	"2002"	684	8326201	8.2
	"North Carolina"	"37"	"2003"	"2003"	833	8422501	9.9
	"North Carolina"	"37"	"2004"	"2004"	918	8553152	10.7
	"North Carolina"	"37"	"2005"	"2005"	1061	8705407	12.2
	"North Carolina"	"37"	"2006"	"2006"	1120	8917270	12.6
	"North Carolina"	"37"	"2007"	"2007"	1125	9118037	12.3
	"North Carolina"	"37"	"2008"	"2008"	1217	9309449	13.1
	"North Carolina"	"37"	"2009"	"2009"	1223	9449566	12.9
	"North Carolina"	"37"	"2010"	"2010"	1125	9535483	11.8
	"North Carolina"	"37"	"2011"	"2011"	1303	9656401	13.5
	"North Carolina"	"37"	"2012"	"2012"	1346	9752073	13.8
	"North Carolina"	"37"	"2013"	"2013"	1308	9848060	13.3
	"North Carolina"	"37"	"2014"	"2014"	1435	9943964	14.4
	"North Carolina"	"37"	"2015"	"2015"	1636	10042802	16.3
	"North Carolina"	"37"	"2016"	"2016"	2040	10146788	20.1
	"North Carolina"	"37"	"2017"	"2017"	2515	10273419	24.5
	"North Dakota"	"38"	"1999"	"1999"	15	644259	Unreliable
	"North Dakota"	"38"	"2000"	"2000"	16	642200	Unreliable
	"North Dakota"	"38"	"2001"	"2001"	17	639062	Unreliable
	"North Dakota"	"38"	"2002"	"2002"	24	638168	3.8
	"North Dakota"	"38"	"2003"	"2003"	27	638817	4.2
	"North Dakota"	"38"	"2004"	"2004"	21	644705	3.3
	"North Dakota"	"38"	"2005"	"2005"	13	646089	Unreliable
	"North Dakota"	"38"	"2006"	"2006"	16	649422	Unreliable
	"North Dakota"	"38"	"2007"	"2007"	37	652822	5.7
	"North Dakota"	"38"	"2008"	"2008"	48	657569	7.3
	"North Dakota"	"38"	"2009"	"2009"	28	664968	4.2
	"North Dakota"	"38"	"2010"	"2010"	26	672591	3.9
	"North Dakota"	"38"	"2011"	"2011"	22	683932	3.2
	"North Dakota"	"38"	"2012"	"2012"	27	699628	3.9
	"North Dakota"	"38"	"2013"	"2013"	27	723393	3.7
	"North Dakota"	"38"	"2014"	"2014"	48	739482	6.5
	"North Dakota"	"38"	"2015"	"2015"	65	756927	8.6
	"North Dakota"	"38"	"2016"	"2016"	86	757952	11.3
	"North Dakota"	"38"	"2017"	"2017"	73	755393	9.7
	"Ohio"	"39"	"1999"	"1999"	534	11335454	4.7
	"Ohio"	"39"	"2000"	"2000"	625	11353140	5.5
	"Ohio"	"39"	"2001"	"2001"	808	11387404	7.1
	"Ohio"	"39"	"2002"	"2002"	1025	11407889	9.0
	"Ohio"	"39"	"2003"	"2003"	852	11434788	7.5
	"Ohio"	"39"	"2004"	"2004"	1266	11452251	11.1
	"Ohio"	"39"	"2005"	"2005"	1382	11463320	12.1
	"Ohio"	"39"	"2006"	"2006"	1606	11481213	14.0
	"Ohio"	"39"	"2007"	"2007"	1691	11500468	14.7
	"Ohio"	"39"	"2008"	"2008"	1811	11515391	15.7
	"Ohio"	"39"	"2009"	"2009"	1340	11528896	11.6
	"Ohio"	"39"	"2010"	"2010"	1911	11536504	16.6
	"Ohio"	"39"	"2011"	"2011"	2127	11544951	18.4
	"Ohio"	"39"	"2012"	"2012"	2207	11544225	19.1
	"Ohio"	"39"	"2013"	"2013"	2450	11570808	21.2
	"Ohio"	"39"	"2014"	"2014"	2832	11594163	24.4
	"Ohio"	"39"	"2015"	"2015"	3418	11613423	29.4
	"Ohio"	"39"	"2016"	"2016"	4477	11614373	38.5
	"Ohio"	"39"	"2017"	"2017"	5299	11658609	45.5
	"Oklahoma"	"40"	"1999"	"1999"	189	3437147	5.5
	"Oklahoma"	"40"	"2000"	"2000"	250	3450654	7.2
	"Oklahoma"	"40"	"2001"	"2001"	282	3467100	8.1
	"Oklahoma"	"40"	"2002"	"2002"	257	3489080	7.4
	"Oklahoma"	"40"	"2003"	"2003"	411	3504892	11.7
	"Oklahoma"	"40"	"2004"	"2004"	527	3525233	14.9
	"Oklahoma"	"40"	"2005"	"2005"	533	3548597	15.0
	"Oklahoma"	"40"	"2006"	"2006"	619	3594090	17.2
	"Oklahoma"	"40"	"2007"	"2007"	687	3634349	18.9
	"Oklahoma"	"40"	"2008"	"2008"	585	3668976	15.9
	"Oklahoma"	"40"	"2009"	"2009"	766	3717572	20.6
	"Oklahoma"	"40"	"2010"	"2010"	728	3751351	19.4
	"Oklahoma"	"40"	"2011"	"2011"	715	3791508	18.9
	"Oklahoma"	"40"	"2012"	"2012"	782	3814820	20.5
	"Oklahoma"	"40"	"2013"	"2013"	800	3850568	20.8
	"Oklahoma"	"40"	"2014"	"2014"	809	3878051	20.9
	"Oklahoma"	"40"	"2015"	"2015"	751	3911338	19.2
	"Oklahoma"	"40"	"2016"	"2016"	840	3923561	21.4
	"Oklahoma"	"40"	"2017"	"2017"	805	3930864	20.5
	"Oregon"	"41"	"1999"	"1999"	329	3393941	9.7
	"Oregon"	"41"	"2000"	"2000"	306	3421399	8.9
	"Oregon"	"41"	"2001"	"2001"	321	3467937	9.3
	"Oregon"	"41"	"2002"	"2002"	411	3513424	11.7
	"Oregon"	"41"	"2003"	"2003"	482	3547376	13.6
	"Oregon"	"41"	"2004"	"2004"	482	3569463	13.5
	"Oregon"	"41"	"2005"	"2005"	513	3613202	14.2
	"Oregon"	"41"	"2006"	"2006"	584	3670883	15.9
	"Oregon"	"41"	"2007"	"2007"	564	3722417	15.2
	"Oregon"	"41"	"2008"	"2008"	521	3768748	13.8
	"Oregon"	"41"	"2009"	"2009"	576	3808600	15.1
	"Oregon"	"41"	"2010"	"2010"	576	3831074	15.0
	"Oregon"	"41"	"2011"	"2011"	596	3871859	15.4
	"Oregon"	"41"	"2012"	"2012"	568	3899353	14.6
	"Oregon"	"41"	"2013"	"2013"	545	3930065	13.9
	"Oregon"	"41"	"2014"	"2014"	617	3970239	15.5
	"Oregon"	"41"	"2015"	"2015"	609	4028977	15.1
	"Oregon"	"41"	"2016"	"2016"	651	4093465	15.9
	"Oregon"	"41"	"2017"	"2017"	676	4142776	16.3
	"Pennsylvania"	"42"	"1999"	"1999"	1049	12263805	8.6
	"Pennsylvania"	"42"	"2000"	"2000"	1215	12281054	9.9
	"Pennsylvania"	"42"	"2001"	"2001"	1021	12298970	8.3
	"Pennsylvania"	"42"	"2002"	"2002"	1159	12331031	9.4
	"Pennsylvania"	"42"	"2003"	"2003"	1441	12374658	11.6
	"Pennsylvania"	"42"	"2004"	"2004"	1600	12410722	12.9
	"Pennsylvania"	"42"	"2005"	"2005"	1680	12449990	13.5
	"Pennsylvania"	"42"	"2006"	"2006"	1834	12510809	14.7
	"Pennsylvania"	"42"	"2007"	"2007"	1812	12563937	14.4
	"Pennsylvania"	"42"	"2008"	"2008"	1898	12612285	15.0
	"Pennsylvania"	"42"	"2009"	"2009"	1983	12666858	15.7
	"Pennsylvania"	"42"	"2010"	"2010"	1980	12702379	15.6
	"Pennsylvania"	"42"	"2011"	"2011"	2342	12742886	18.4
	"Pennsylvania"	"42"	"2012"	"2012"	2459	12763536	19.3
	"Pennsylvania"	"42"	"2013"	"2013"	2525	12773801	19.8
	"Pennsylvania"	"42"	"2014"	"2014"	2829	12787209	22.1
	"Pennsylvania"	"42"	"2015"	"2015"	3376	12802503	26.4
	"Pennsylvania"	"42"	"2016"	"2016"	4762	12784227	37.2
	"Pennsylvania"	"42"	"2017"	"2017"	5495	12805537	42.9
	"Rhode Island"	"44"	"1999"	"1999"	61	1040402	5.9
	"Rhode Island"	"44"	"2000"	"2000"	76	1048319	7.2
	"Rhode Island"	"44"	"2001"	"2001"	116	1057142	11.0
	"Rhode Island"	"44"	"2002"	"2002"	112	1065995	10.5
	"Rhode Island"	"44"	"2003"	"2003"	157	1071342	14.7
	"Rhode Island"	"44"	"2004"	"2004"	109	1074579	10.1
	"Rhode Island"	"44"	"2005"	"2005"	163	1067916	15.3
	"Rhode Island"	"44"	"2006"	"2006"	179	1063096	16.8
	"Rhode Island"	"44"	"2007"	"2007"	142	1057315	13.4
	"Rhode Island"	"44"	"2008"	"2008"	193	1055003	18.3
	"Rhode Island"	"44"	"2009"	"2009"	168	1053646	15.9
	"Rhode Island"	"44"	"2010"	"2010"	176	1052567	16.7
	"Rhode Island"	"44"	"2011"	"2011"	193	1051302	18.4
	"Rhode Island"	"44"	"2012"	"2012"	201	1050292	19.1
	"Rhode Island"	"44"	"2013"	"2013"	252	1051511	24.0
	"Rhode Island"	"44"	"2014"	"2014"	253	1055173	24.0
	"Rhode Island"	"44"	"2015"	"2015"	318	1056298	30.1
	"Rhode Island"	"44"	"2016"	"2016"	330	1056426	31.2
	"Rhode Island"	"44"	"2017"	"2017"	322	1059639	30.4
	"South Carolina"	"45"	"1999"	"1999"	168	3974682	4.2
	"South Carolina"	"45"	"2000"	"2000"	289	4012012	7.2
	"South Carolina"	"45"	"2001"	"2001"	265	4064995	6.5
	"South Carolina"	"45"	"2002"	"2002"	238	4107795	5.8
	"South Carolina"	"45"	"2003"	"2003"	310	4150297	7.5
	"South Carolina"	"45"	"2004"	"2004"	383	4210921	9.1
	"South Carolina"	"45"	"2005"	"2005"	486	4270150	11.4
	"South Carolina"	"45"	"2006"	"2006"	641	4357847	14.7
	"South Carolina"	"45"	"2007"	"2007"	584	4444110	13.1
	"South Carolina"	"45"	"2008"	"2008"	588	4528996	13.0
	"South Carolina"	"45"	"2009"	"2009"	631	4589872	13.7
	"South Carolina"	"45"	"2010"	"2010"	697	4625364	15.1
	"South Carolina"	"45"	"2011"	"2011"	641	4679230	13.7
	"South Carolina"	"45"	"2012"	"2012"	611	4723723	12.9
	"South Carolina"	"45"	"2013"	"2013"	648	4774839	13.6
	"South Carolina"	"45"	"2014"	"2014"	726	4832482	15.0
	"South Carolina"	"45"	"2015"	"2015"	793	4896146	16.2
	"South Carolina"	"45"	"2016"	"2016"	927	4961119	18.7
	"South Carolina"	"45"	"2017"	"2017"	1052	5024369	20.9
	"South Dakota"	"46"	"1999"	"1999"	20	750412	2.7
	"South Dakota"	"46"	"2000"	"2000"	25	754844	3.3
	"South Dakota"	"46"	"2001"	"2001"	25	757972	3.3
	"South Dakota"	"46"	"2002"	"2002"	24	760020	3.2
	"South Dakota"	"46"	"2003"	"2003"	25	763729	3.3
	"South Dakota"	"46"	"2004"	"2004"	51	770396	6.6
	"South Dakota"	"46"	"2005"	"2005"	47	775493	6.1
	"South Dakota"	"46"	"2006"	"2006"	43	783033	5.5
	"South Dakota"	"46"	"2007"	"2007"	34	791623	4.3
	"South Dakota"	"46"	"2008"	"2008"	57	799124	7.1
	"South Dakota"	"46"	"2009"	"2009"	51	807067	6.3
	"South Dakota"	"46"	"2010"	"2010"	48	814180	5.9
	"South Dakota"	"46"	"2011"	"2011"	60	824082	7.3
	"South Dakota"	"46"	"2012"	"2012"	45	833354	5.4
	"South Dakota"	"46"	"2013"	"2013"	57	844877	6.7
	"South Dakota"	"46"	"2014"	"2014"	70	853175	8.2
	"South Dakota"	"46"	"2015"	"2015"	72	858469	8.4
	"South Dakota"	"46"	"2016"	"2016"	75	865454	8.7
	"South Dakota"	"46"	"2017"	"2017"	81	869666	9.3
	"Tennessee"	"47"	"1999"	"1999"	374	5638706	6.6
	"Tennessee"	"47"	"2000"	"2000"	426	5689283	7.5
	"Tennessee"	"47"	"2001"	"2001"	469	5750789	8.2
	"Tennessee"	"47"	"2002"	"2002"	524	5795918	9.0
	"Tennessee"	"47"	"2003"	"2003"	713	5847812	12.2
	"Tennessee"	"47"	"2004"	"2004"	822	5910809	13.9
	"Tennessee"	"47"	"2005"	"2005"	936	5991057	15.6
	"Tennessee"	"47"	"2006"	"2006"	1030	6088766	16.9
	"Tennessee"	"47"	"2007"	"2007"	1035	6175727	16.8
	"Tennessee"	"47"	"2008"	"2008"	977	6247411	15.6
	"Tennessee"	"47"	"2009"	"2009"	1000	6306019	15.9
	"Tennessee"	"47"	"2010"	"2010"	1132	6346105	17.8
	"Tennessee"	"47"	"2011"	"2011"	1123	6403353	17.5
	"Tennessee"	"47"	"2012"	"2012"	1221	6456243	18.9
	"Tennessee"	"47"	"2013"	"2013"	1284	6495978	19.8
	"Tennessee"	"47"	"2014"	"2014"	1330	6549352	20.3
	"Tennessee"	"47"	"2015"	"2015"	1546	6600299	23.4
	"Tennessee"	"47"	"2016"	"2016"	1740	6651194	26.2
	"Tennessee"	"47"	"2017"	"2017"	1898	6715984	28.3
	"Texas"	"48"	"1999"	"1999"	1250	20558220	6.1
	"Texas"	"48"	"2000"	"2000"	1211	20851820	5.8
	"Texas"	"48"	"2001"	"2001"	1522	21319622	7.1
	"Texas"	"48"	"2002"	"2002"	1780	21690325	8.2
	"Texas"	"48"	"2003"	"2003"	1985	22030931	9.0
	"Texas"	"48"	"2004"	"2004"	2039	22394023	9.1
	"Texas"	"48"	"2005"	"2005"	2152	22778123	9.4
	"Texas"	"48"	"2006"	"2006"	2452	23359580	10.5
	"Texas"	"48"	"2007"	"2007"	2343	23831983	9.8
	"Texas"	"48"	"2008"	"2008"	2199	24309039	9.0
	"Texas"	"48"	"2009"	"2009"	2509	24801761	10.1
	"Texas"	"48"	"2010"	"2010"	2492	25145561	9.9
	"Texas"	"48"	"2011"	"2011"	2690	25674681	10.5
	"Texas"	"48"	"2012"	"2012"	2546	26059203	9.8
	"Texas"	"48"	"2013"	"2013"	2606	26448193	9.9
	"Texas"	"48"	"2014"	"2014"	2727	26956958	10.1
	"Texas"	"48"	"2015"	"2015"	2732	27469114	9.9
	"Texas"	"48"	"2016"	"2016"	2965	27862596	10.6
	"Texas"	"48"	"2017"	"2017"	3120	28304596	11.0
	"Utah"	"49"	"1999"	"1999"	212	2203482	9.6
	"Utah"	"49"	"2000"	"2000"	224	2233169	10.0
	"Utah"	"49"	"2001"	"2001"	216	2283715	9.5
	"Utah"	"49"	"2002"	"2002"	300	2324815	12.9
	"Utah"	"49"	"2003"	"2003"	368	2360137	15.6
	"Utah"	"49"	"2004"	"2004"	411	2401580	17.1
	"Utah"	"49"	"2005"	"2005"	481	2457719	19.6
	"Utah"	"49"	"2006"	"2006"	481	2525507	19.0
	"Utah"	"49"	"2007"	"2007"	546	2597746	21.0
	"Utah"	"49"	"2008"	"2008"	483	2663029	18.1
	"Utah"	"49"	"2009"	"2009"	508	2723421	18.7
	"Utah"	"49"	"2010"	"2010"	457	2763885	16.5
	"Utah"	"49"	"2011"	"2011"	520	2817222	18.5
	"Utah"	"49"	"2012"	"2012"	612	2855287	21.4
	"Utah"	"49"	"2013"	"2013"	612	2900872	21.1
	"Utah"	"49"	"2014"	"2014"	617	2942902	21.0
	"Utah"	"49"	"2015"	"2015"	667	2995919	22.3
	"Utah"	"49"	"2016"	"2016"	685	3051217	22.5
	"Utah"	"49"	"2017"	"2017"	691	3101833	22.3
